config_name,model_family,model_size,quantization,adapter_type,is_finetuned,rag_name,rag_chunking,rag_retrieval,rag_bias,rag_pass_at_5,has_rag,triage_accuracy,f1_score,f2_score,cases_evaluated,success_count,error_count,total_inference_time,avg_inference_time,rag_retrieval_time,rag_context_length,config_type
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_balanced_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,4bit,unknown,balanced_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.185,0.06727977326623864,0.10324572529817212,200,200,0,215.52493739128113,1.0776246869564057,0.0375344443321228,7082.415,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_balanced_safe_RAG_top2_structured_pure_diverse,Gemma-270M,4bit,unknown,balanced_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.175,0.05478260869565218,0.09319526627218934,200,200,0,210.27592492103577,1.0513796246051788,0.008802164793014527,6909.075,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_balanced_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,4bit,unknown,balanced_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.18,0.06401189374175993,0.09861510384313499,200,200,0,227.9682114124298,1.139841057062149,0.4541203474998474,12635.875,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_high_capacity_safe_NoRAG,Gemma-270M,4bit,unknown,high_capacity_safe,True,None,None,None,None,0.0,False,0.165,0.061875,0.099,200,200,0,189.22225737571716,0.9461112868785858,0.0,0.0,Fine-tuned
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_high_capacity_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,4bit,unknown,high_capacity_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.195,0.09677252411197365,0.12146236817835518,200,200,0,214.14691543579102,1.0707345771789551,0.037518004179000856,7082.415,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_high_capacity_safe_RAG_top2_structured_pure_diverse,Gemma-270M,4bit,unknown,high_capacity_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.175,0.07526182737450343,0.10494166513957605,200,200,0,213.75457668304443,1.0687728834152221,0.0098509681224823,6909.075,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_high_capacity_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,4bit,unknown,high_capacity_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.18,0.05610389610389611,0.09557522123893807,200,200,0,231.22361183166504,1.156118059158325,0.453790225982666,12635.875,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_ultra_safe_NoRAG,Gemma-270M,4bit,unknown,ultra_safe,True,None,None,None,None,0.0,False,0.12,0.06813977389516958,0.08980566801619433,200,200,0,196.92406487464905,0.9846203243732452,0.0,0.0,Fine-tuned
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_ultra_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,4bit,unknown,ultra_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.215,0.1258273299028016,0.14203252032520325,200,200,0,213.51119089126587,1.0675559544563293,0.03698127269744873,7082.415,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_ultra_safe_RAG_top2_structured_pure_diverse,Gemma-270M,4bit,unknown,ultra_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.215,0.1333261154481737,0.14589643137683825,200,200,0,213.0297408103943,1.0651487040519714,0.009946017265319825,6909.075,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_ultra_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,4bit,unknown,ultra_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.185,0.08406221198156681,0.11082661250566916,200,200,0,229.96514081954956,1.1498257040977478,0.453109884262085,12635.875,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_high_capacity_safe_NoRAG,Gemma-270M,8bit,unknown,high_capacity_safe,True,None,None,None,None,0.0,False,0.18,0.05562231759656653,0.09501466275659823,200,200,0,192.31119918823242,0.9615559959411621,0.0,0.0,Fine-tuned
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_high_capacity_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,8bit,unknown,high_capacity_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.215,0.13406451612903225,0.14627372627372626,200,200,0,213.5084285736084,1.067542142868042,0.03761336088180542,7082.415,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_high_capacity_safe_RAG_top2_structured_pure_diverse,Gemma-270M,8bit,unknown,high_capacity_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.18,0.07450079560248807,0.10488575511394822,200,200,0,209.33500170707703,1.046675008535385,0.00879453182220459,6909.075,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_high_capacity_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,8bit,unknown,high_capacity_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.18,0.05562231759656653,0.09501466275659823,200,200,0,230.7740695476532,1.153870347738266,0.4535312807559967,12635.875,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_performance_safe_NoRAG,Gemma-270M,8bit,unknown,performance_safe,True,None,None,None,None,0.0,False,0.18,0.06441558441558443,0.09914986217902218,200,200,0,191.80557584762573,0.9590278792381287,0.0,0.0,Fine-tuned
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_performance_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,8bit,unknown,performance_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.185,0.07511951115532187,0.10646847595085131,200,200,0,211.84051513671875,1.0592025756835937,0.03706984758377075,7082.415,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_performance_safe_RAG_top2_structured_pure_diverse,Gemma-270M,8bit,unknown,performance_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.175,0.05431034482758621,0.0926470588235294,200,200,0,207.9759395122528,1.039879697561264,0.008065658807754516,6909.075,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_performance_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,8bit,unknown,performance_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.175,0.05478260869565218,0.09319526627218934,200,200,0,226.40764999389648,1.1320382499694823,0.45308210372924806,12635.875,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_balanced_safe_NoRAG,Gemma-270M,8bit,unknown,balanced_safe,True,None,None,None,None,0.0,False,0.165,0.051652173913043484,0.0878698224852071,200,200,0,189.59734320640564,0.9479867160320282,0.0,0.0,Fine-tuned
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_balanced_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,8bit,unknown,balanced_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.195,0.08727649769585254,0.11624829925265709,200,200,0,212.58780550956726,1.0629390275478363,0.03668519854545593,7082.415,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_balanced_safe_RAG_top2_structured_pure_diverse,Gemma-270M,8bit,unknown,balanced_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.18,0.07414025974025976,0.10435090828533453,200,200,0,210.1367163658142,1.050683581829071,0.008800134658813477,6909.075,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_balanced_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,8bit,unknown,balanced_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.18,0.06448009506833037,0.09916009125652091,200,200,0,227.36581325531006,1.1368290662765503,0.4545252156257629,12635.875,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_ultra_safe_NoRAG,Gemma-270M,8bit,unknown,ultra_safe,True,None,None,None,None,0.0,False,0.175,0.05625,0.09487951807228916,200,200,0,189.56686520576477,0.9478343260288239,0.0,0.0,Fine-tuned
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_ultra_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,8bit,unknown,ultra_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.22,0.22,0.22,200,200,0,210.28324365615845,1.0514162182807922,0.03664706945419312,7082.415,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_ultra_safe_RAG_top2_structured_pure_diverse,Gemma-270M,8bit,unknown,ultra_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.195,0.08607287449392713,0.11505602240896358,200,200,0,210.02018308639526,1.0501009154319763,0.008586735725402831,6909.075,Fine-tuned + RAG
Gemma-270M_8bit_FineTuned_adapter_safe_triage_Gemma-270M_8bit_ultra_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,8bit,unknown,ultra_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.185,0.0835786468741079,0.11027470427393984,200,200,0,227.99037885665894,1.1399518942832947,0.45296691298484804,12635.875,Fine-tuned + RAG
